year,id,wtss,vpsu,vstrat,res2008,res2010,isco88,spisco88,paisco88,maisco88,prestg10,sppres10,papres10,mapres10,prestg105plus,sppres105plus,papres105plus,mapres105plus,sei10,spsei10,pasei10,masei10,sei10educ,spsei10educ,pasei10educ,masei10educ,sei10inc,spsei10inc,pasei10inc,masei10inc,mar1,mar2,mar3,mar4,mar5,mar6,mar7,mar8,mar11,mar12,mar13,mar14,abany,abdefect,abhlth,abnomore,abpoor,abrape,absingle,accntsci,accptoth,acqntsex,actupset,adults,advfront,affrmact,age,aged,agekdbrn,architct,arrest,astrolgy,astrosci,attend,away1,away11,away12,away2,away3,away4,away5,away6,away7,away8,babies,ballot,balneg,balpos,barate,betrlang,bible,bigbang,bigbang1,biosci,bmitzvah,born,bossemps,boyorgrl,cappun,carecost,careprov,careself,caresik1,carried,childs,chldidel,class,closeblk,closewht,cmprgmng,cohabok,cohort,colath,colcom,coldeg1,colhomo,colmil,colmslm,colrac,colsci,colscinm,comprend,compuse,conarmy,conbus,conclerg,condom,condrift,coneduc,confed,confinan,coninc,conjudge,conlabor,conlegis,conmedic,conpress,conrinc,consci,consent,contv,convictd,cooking1,coop,courts,crack30,cshutyp08,cshutyp10,cutahead,dateintv,deckids,degree,denom,denom16,denyrais,difstand,dipged,directns,discaff,discaffm,discaffw,divbest,divlaw,divorce,dwell5,dwelling,dwelown,earnrs,earnshh,earthsun,econsci,educ,eftotlt,eharaswk,eldcost,eldersup,eldhelp,electron,emailhr,emailmin,engbrng,engbtr,engda,engdgr,engdo,engearn,engfun,enggood,engint,englone,engnring,engnrsci,engodd,engprob,engrel,engresp,engson,eqwlth,eth1,eth2,eth3,ethnic,ethnum,evcrack,evdwell,evharjb,evidu,evlosejb,evnegjob,evolved,evolved1,evpaidsx,evstray,evwork,expdesgn,exptext,fair,fambudgt,famdif16,famgen,family16,famsuffr,famvswk1,famwkbst,famwklst,farming,fear,fechld,feelevel,feeused,fefam,fehire,fejobaff,fepol,fepresch,finalter,finlcoun,finrela,fireftng,form,formwt,frndsex,fucitzn,fund,fund16,gender1,gender10,gender11,gender12,gender13,gender14,gender2,gender3,gender4,gender5,gender6,gender7,gender8,gender9,getahead,givblood,givchrty,givhmlss,givseat,god,goodlife,gradtounder,granborn,grass,gunlaw,hapcohab,hapmar,happy,happy7,harjob5,health,health1,hefinfo,helpaway,helpblk,helpful,helphwrk,helpjob,helpnot,helpoth,helppoor,helpsick,hhclean1,hhrace,hhtype,hhtype1,hhwkfair,hispanic,histsci,hivtest,hivtest1,hivtest2,homekid,homosex,hompop,hotcore,housewrk,hrs1,hrs2,hsbio,hschem,hsmath,hsphys,hubbywk1,hunt,idu30,if08who,ignorwk,incom16,income,income06,indus10,intage,intecon,inteduc,intenvir,intethn,intfarm,inthisp,intid,intintl,intlblks,intlwhts,intmed,intmil,intrace1,intrace2,intrace3,intrhome,intsci,intsex,intspace,inttech,intyrs,issp,jew,jew16,jew16aj,jewaj,jobfind,jobhour,jobinc,joblose,jobmeans,jobpromo,jobsec,jobsecok,jobvsfa1,jokeswk,journlsm,kd1jwoth,kd1relig,kd2jwoth,kd2relig,kd3relig,kidfinbu,kidjob,kidjoy,kidnofre,kidnum,kidsocst,kidssol,kidsuffr,lackinfo,lasers,laundry1,lawenfrc,lentto,letdie1,letin1,libath,libcom,libhomo,libmil,libmslm,librac,liedcwkr,life,liveblks,livewhts,lngthinv,loanitem,localnum,lockedup,lookaway,losejob5,madeg,maeduc,maind10,majew,major1,major2,majorcol,majwoth,maocc10,marasian,marblk,marelig,marhappy,marhisp,marhomo,marital,marlegit,marrcoun,marwht,matesex,mawork14,mawrkgrw,mawrkslf,mawrkwrm,medsci,medtreat,meovrwrk,mntlhlth,mobile16,mode,nataid,nataidy,natarms,natarmsy,natchld,natcity,natcityy,natcrime,natcrimy,natdrug,natdrugy,nateduc,nateducy,natenrgy,natenvir,natenviy,natfare,natfarey,natheal,nathealy,natmass,natpark,natrace,natracey,natroad,natsci,natsoc,natspac,natspacy,negjob5,news,newsfrom,nextgen,numcong,numemps,numkids,nummen,numwomen,obey,occ10,odds1,odds2,old1,old10,old11,old12,old13,old14,old2,old3,old4,old5,old6,old7,old8,old9,oth16,othcredt,other,othersex,othjew,othjew16,othlang,othlang1,othlang2,othshelp,oversamp,owngun,padeg,paeduc,paidlv,paidlv1,paidlvdv,paidlvpy,paidsex,paind10,pajew,pajwoth,paocc10,parborn,parelig,parsol,partfull,partners,partnrs5,partyid,pawrkslf,peoptrbl,phase,phone,physcsci,pikupsex,pillok,pistol,polabuse,polattak,poleff11,poleff13,poleff15,poleff16,poleff17,poleff3,polefy11,polefy13,polefy15,polefy16,polefy17,polefy3,polescap,polhitok,polmurdr,polviews,popespks,popular,pornlaw,posslq,posslqy,postlife,pray,prayer,premarsx,pres08,prespop,preteen,putdown,racdif1,racdif2,racdif3,racdif4,race,racecen1,racecen2,racecen3,raclive,racopen,racwork,radioact,rank,ratetone,realinc,realrinc,reborn,reg16,region,relactiv,relate1,relate10,relate11,relate12,relate13,relate14,relate2,relate3,relate4,relate5,relate6,relate7,relate8,relate9,relatsex,relhh1,relhh10,relhh11,relhh12,relhh13,relhh14,relhh2,relhh3,relhh4,relhh5,relhh6,relhh7,relhh8,relhh9,relhhd1,relhhd10,relhhd11,relhhd12,relhhd13,relhhd14,relhhd2,relhhd3,relhhd4,relhhd5,relhhd6,relhhd7,relhhd8,relhhd9,relig,relig16,reliten,relpersn,relsp1,relsp10,relsp11,relsp12,relsp13,relsp14,relsp2,relsp3,relsp4,relsp5,relsp6,relsp7,relsp8,relsp9,repairs1,res16,respnum,retchnge,rfamlook,rhhwork,richwork,rifle,rincom06,rincome,rowngun,rplace,rudewk,rumorwk,rvisitor,sampcode,sample,satfam7,satfin,satjob,satjob7,savesoul,scibnfts,sciental,scientbe,scientbr,scientda,scientdn,scientdo,scientfu,scientgo,scienthe,scientmo,scientod,scientr,scientre,scientsn,scientwk,scifrom,scinews1,scinews2,scinews3,scistudy,scitext,sector,seeksci,selffrst,selfless,sex,sexeduc,sexfreq,sexornt,sexsex,sexsex18,sexsex5,shop1,shotgun,shout,sibs,singlpar,size,slsmnshp,socbar,socfrend,socommun,socrel,socsci,solarrev,spaneng,spanint,spanking,spanself,spbarate,spdeg,spden,spdipged,speduc,speftotlt,spevwork,spfalook,spfund,spgradtounder,sphhwork,sphrs1,sphrs2,spind10,spjew,spjew16,spjewaj,spjoth16,spkath,spkcom,spkhomo,spklang,spkmil,spkmslm,spkrac,splive,spocc10,spother,spothjew,sprel,sprel16,sprtprsn,spsector,spwrkslf,spwrksta,srcbelt,ssfchild,ssmchild,suicide1,suicide2,suicide3,suicide4,supcares,synmem,talkedto,tax,teens,teensex,thnkself,ticket,tiredhm1,tiredwk1,toldwork,toofast,treatres,trust,trynewjb,tvhours,twoincs1,unemp,union,unrelat,uscitzn,usewww,uswar,uswary,version,vetyears,viruses,visart,visitors,vislib,visnhist,vissci,viszoo,voedcol,voedncol,voednme1,voednme2,volacty2,volactyr,volchrty,volmonth,vote08,webmob,weekswrk,whencol,whenhs,where1,where11,where12,where2,where3,where4,where5,where6,where7,where8,whoelse1,whoelse2,whoelse3,whoelse4,whoelse5,whoelse6,widowed,wkageism,wkbhvrs,wkkidscl,wkkidscs,wkndact,wkracism,wkrspns,wkstress,wksub,wksubs,wksup,wksups,wkvsfam,wkyngscl,wkyngscs,wlthblks,wlthwhts,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,workblks,workhard,workwhts,wrkbaby,wrkgovt,wrksch,wrkslf,wrkstat,wrkwayup,wwwhr,wwwmin,xmarsex,xmovie,xnorcsiz,zodiac
2012,1,2.62196286300046,1,3001,1,1,3429,,1233,,38,,48,,36,,58,,61.5,,57.5,,79.40000000000001,,65.59999999999999,,59.4,,64.7,,1,1,5,,,,,,,,,,1,1,1,,,1,,,3,1,4,3,,,22,,,,2,,,2,,,,,,,,,,,0,1,,,3,,2,,,,,1,1,,,3,4,2,,6,0,2,4,5,7,,2,1990,4,5,,4,5,,5,,,1,1,,,,2,,,,,178712.46494,,,,,,,,2,,2,,1,,,1,2,4,721,,3,,,4,3,1,5,3,,3,5,2,,,2,1,3,,,,16,2,4,,4,1,,4,,,,,,,,,,,,,,,,,,,,15,11,13,11,2,2,,,2,,,,,2,3,,,,,,,2,1,2,3,1,3,,2,1,75,1,3,3,,2,2,3,,4,,2,1,1,,2,2,1,,,,,,2,1,,,,,,,2,5,5,4,5,5,,2,4,,2,,,1,2,,2,3,1,5,,,1,3,,,,,,1,41,1,,1,,2,,,4,4,3,,4,15,,,,,,4,4,,1,4,4,12,25,7470,60,,,,1,,1,49,,4,4,,,1,,,,,2,,,2,1,,,,,2,5,2,4,3,1,4,2,3,3,,,,,,,2,4,3,2,,3,,2,3,,,,5,2,4,,2,2,2,1,,4,1,3,1,69,6,1,2,4,,3,16,,,19,,,,,3,3,,3,3,1,5,2,,3,1,2,2,,2,,,2,10,2,1,,2,,3,2,,1,,2,,2,,1,1,,1,,1,,2,1,2,,2,3,2,1,,,,3,,,,,2,0,4,,4800,,,48,,,,,,47,21,,,,,,,,4,,2,,,2,,,2,1,2,4,16,1,8,3,3,2,4380,,,4710,0,,,2,2,5,2,2,3,2,6,,2,2,2,,,,,,,,,3,2,2,,4,3,,,,4,3,,,,3,1,4,1,4,,1,0,4,1,2,2,2,1,1,,,1,2,1,,3,2,155139.9731,,2,1,1,1,1,,,,,,2,3,,,,,,,1,1,,,,,,2,41,,,,,,,1,,,,,,2,4,,,,,,,2,2,2,3,2,,,,,,1,41,,,,,,,,3,3,4,0,2,1,2,,,,3,4,4,1,601,10,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,,3,3,1,1,5,3,3,5,3,,2,4,1,2,14,,2,4,2,3,,,1,,2,,,,,,,,,,,,,,,,,,0,,,2,1,,1,2,2,,,,,,,2,,,,4,2,2,2,2,2,2,1,,2,2,0,2,,1,1,4,,,1,,3,1,3,,,0,,,,2,1,0,,,0,,,,,2,,,,2,2,6,2,2,,42,2012,,,,,,,,,,,,2,2,2,2,2,1,,2,2,,,,2,3,3,1,4,2,,2,,,5,4,1,1,0,1,1,1,0,0,1,1,7,4,,4,2,2,2,2,2,2,5,,1,,6,7
2012,2,3.495950484000614,1,3001,1,1,3132,,,1231,43,,,59,49,,,80,57.3,,,64.90000000000001,72.5,,,73.3,57.4,,,74,1,1,5,5,5,,,,,,,,1,1,1,1,1,1,1,4,5,2,4,4,2,,21,1,,3,2,1,2,0,,,,,,,,,,,0,3,,1,,,1,1,,,,1,1,1,1,,,1,,5,0,,3,6,7,2,,1991,5,4,,5,5,5,5,2,,1,,1,1,1,2,1,2,2,3,178712.46494,1,2,1,1,3,,1,1,1,2,,1,2,,1,1,6,624,,1,,,4,3,1,5,1,,,,,,,2,,3,,1,,12,,4,,,,2,,,,,,,,,,,,,1,,,,,,,3,15,.u,.u,15,1,2,,,2,,,1,,2,3,,2,1,1,,2,2,5,,,,,2,2,,75,1,,,,,,1,3,4,2,2,1,1,,2,2,2,,,,,,1,1,2,2,,,,,1,6,4,5,6,5,1,,0,1,1,,,1,,,1,,3,4,5,2,3,5,2,4,3,4,,1,202,11,,1,,2,,,,1,5,1,,30,,1,1,5,2,,4,,1,4,4,12,25,770,32,2,2,1,1,2,1,150,3,,,2,1,1,,,1,2,2,2,1,0,2,,,,,,,,,,,,1,,4,3,,,,,,,,,,,,1,,4,,,4,6,,,2,2,2,2,1,2,4,1,,,53,6,1,2,4,,1,12,2190,,,,,,100,,,,,,5,5,,4,,2,,1,2,,,1,,0,1,1,,3,,2,2,,2,,1,,3,,1,1,,1,,3,,1,2,2,,2,2,1,3,,3,,,5,2,,,,0,8,2,2900,2,1,45,,,,,,44,21,18,14,,,,,,4,,2,,,2,,,3,1,2,,,,,,,2,,,,,0,,1,1,2,6,4,,3,2,6,,2,,2,1,1,,,,,,,2,3,2,2,3,4,1,1,2,5,2,5,2,,3,1,6,,,,,0,4,,,,,1,1,,,1,1,1,2,4,3,155139.9731,,2,1,1,1,1,,,,,,2,3,3,3,,,,,1,1,,,,,,2,41,41,41,,,,,1,,,,,,2,4,4,4,,,,,2,2,2,3,2,,,,,,1,43,43,43,,,,,,3,3,5,,,1,2,,,,3,4,4,1,601,10,,1,1,,2,1,3,1,4,1,2,3,3,1,1,3,3,2,4,1,3,9,,,,2,5,,5,1,4,1,,6,3,3,5,3,,2,4,2,,14,4,,,,,,3,1,,,,,,,,,,,,,,,,,,,,0,,1,1,2,,1,2,1,,,,,,,3,,,,4,,,,,,,1,,3,2,1,,3,2,,,,4,1,2,3,,,2,4,0,,,,,3,0,1,0,0,0,0,0,0,,2,,,,,6,2,3,,30,,,,,,,,,,,,,2,2,1,2,2,2,,2,,,,,2,,4,2,,2,,4,,,,,,,,,,,,,,,,,1,,,2,,2,2,,,,1,1,6,1
2012,3,1.747975242000307,1,3001,1,1,2144,2331,,3300,75,61,,48,94,85,,50,89.3,80.90000000000001,,26.1,95.59999999999999,98.90000000000001,,58.8,95.8,60.7,,7.5,1,1,,,,,,,,,,,1,1,1,2,2,1,2,1,3,,4,2,1,,42,2,32,,1,1,3,0,,,,,,,,,,,0,3,,2,,1,2,1,,1,,1,3,1,,,,2,,5,2,,3,5,4,,,1970,4,5,,4,4,4,5,1,1,1,,1,2,2,1,1,2,2,2,91920,2,2,3,1,2,91920,1,1,2,1,,1,,,1,1,4,627,,1,70,,3,1,1,4,3,,,,,2,,2,,1,,1,1,12,,3,,,,1,,,,,,,,,,,,,,1,,,,,,5,28,.u,.u,28,1,2,,,2,,,1,,2,2,,1,7,1,,2,2,5,,,,,,2,,75,1,,,,,,1,,4,,1,1,,,2,2,1,,,,,,2,1,1,,,,,,3,6,6,6,5,3,3,,4,1,2,,1,2,,,2,,2,6,4,1,5,4,3,3,3,4,,1,4,11,,15,3,1,199907,7,,4,4,1,,60,,1,1,6,1,,4,,,1,2,12,23,6070,32,1,2,2,1,3,1,150,2,,,2,2,1,,,1,2,2,3,2,0,2,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,2,2,,,6,,,2,2,2,2,2,2,,1,,,77,5,7,2,3,,2,15,8470,,,,,,2540,,,,,,1,1,,,,1,,1,2,,1,,,5,3,1,3,,3,,1,2,,2,,,,1,,2,2,,2,,3,,,1,2,,1,1,2,2,,,,5,2,,,,0,12,4,1320,2,1,42,,,,,,,10,6,,,,,,,2,,,,,1,2,,3,1,2,,,,,,,,,,,,8,,1,1,1,1,2,,2,2,3,1,,,2,2,1,4,2,4,4,3,5,,,,,,,1,1,2,5,,1,2,1,,1,1,,,1,,2,1,,,,,3,16,,,2,2,2,2,6,5,58800,58800,2,2,1,1,1,,,,,,2,3,3,,,,,,1,1,,,,,,2,41,41,,,,,,1,,,,,,2,4,4,,,,,,1,2,1,3,2,,,,,,1,41,41,,,,,,,6,1,5,,,1,2,23,12,,1,1,3,1,601,10,,2,3,,1,1,3,3,,1,3,3,,2,2,3,3,1,3,1,3,5,,,,2,5,,3,3,5,1,,4,3,3,5,3,,2,1,1,,14,,,,,,2,3,1,,,,3,3,70,1,16,2,1,,2,2,,,,7860,,,0,,1,1,1,3,1,1,1,,2310,,,1,,3,2,2,7,4,,,,,,,2,,5,2,0,,5,1,,,,2,2,1,2,,,1,4,0,,,,,3,0,2,0,0,2,1,0,1,,1,,2,,,6,2,1,,52,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,2,3,2,1,3,1,4,1,,,,,,,,,,,,,,,,,2,,,2,,2,1,,,,2,1,6,1
2012,4,1.235694389852035,1,3001,1,1,2411,1233,1210,,60,38,72,,85,39,90,,76.3,43,77.40000000000001,,93.7,55.4,85.7,,72.3,39.1,87,,1,1,5,,,,,,,,,,,,,,,,,3,,,,3,3,3,49,1,24,,2,2,3,0,,,,,,,,,,,0,2,,1,,,2,,1,1,,1,,1,1,1,4,,1,,2,8,4,,,,2,1963,,,,,,,,2,,1,1,1,1,1,2,1,2,3,1,107240,2,3,3,1,2,,,2,2,2,1,3,,,1,1,,527,,1,48,48,,,1,,,,3,2,3,1,,2,1,2,7,1,2,13,,,1,2,4,,2,,3,2,1,,2,,3,2,3,3,,1,3,2,,2,1,7,8,11,24,.u,3,2,,,2,,,,2,2,2,1,2,3,2,1,,2,1,4,0,,,,,2,20,1,2,4,,1,3,1,,4,,2,1,,,3,3,1,,,,,,2,2,,,,,,,,,,,,3,3,,0,1,,,1,1,2,,,1,1,,5,1,,,5,4,5,5,1,1,41,1,1,1,4,1,199206,3,4,,3,1,3,,,1,1,7,1,4,,,,,5,12,24,6990,60,1,3,2,1,3,1,49,2,4,4,1,3,1,,,1,3,2,3,2,2,1,,,,,,,,,,,,,0,,,,,,,,2,3,3,4,,3,4,5,,,2,,,1,4,,,,,,,,,3,2,78,,,2,,,3,16,,,,,,,,2,2,,3,2,,1,2,,1,,2,2,,2,2,,3,,2,1,,3,,2,,,2,,1,,2,,1,1,,3,,3,,2,2,3,,,1,3,,,,,2,5,2,,,,5,0,2,800,2,1,56,,,,,,48,23,,,,,,,,,,,,,2,,,,1,,4,18,1,2,2,2,,1870,,,10,0,,4,,0,1,5,2,,1,3,1,,2,,1,1,,,,,,,,,,,,,1,1,2,5,,5,2,,1,1,6,1,4,2,2,0,,,2,1,1,1,1,,,2,,,2,4,2,68600,,2,1,1,1,1,,,,,,2,3,,,,,,,1,1,,,,,,2,41,,,,,,,1,,,,,,2,4,,,,,,,1,1,2,4,2,,,,,,1,41,,,,,,,4,5,2,,12,3,,,,,,2,,,1,601,10,2,1,,,2,1,,,,,,,,,,,,,,,,5,,,,2,4,,3,,,2,1,,3,,1,1,2,,,2,2,14,,7,6,7,5,2,1,1,,2,,3,3,,1,16,2,,0,2,2,0,60,,4770,,,0,,,,,,,,,19,4700,,,2,,3,2,1,1,4,2,2,1,2,2,2,,,,,0,4,3,1,0,0,,3,,1,,4,4,2,4,0,,,2,,2,0,2,0,0,0,0,0,0,2,,,,,1,,,1,,0,,1981,,,,,,,,,,,2,2,2,2,2,1,2,,,1,1,4,,,,2,,1,3,,1,1,6,4,1,1,1,1,1,1,1,1,1,0,9,4,1,4,.c,2,.c,2,8,1,15,,,2,6,10
2012,5,.8739876210001535,1,3001,1,1,5163,,1319,7433,40,,39,42,39,,42,46,45.1,,67.7,26.5,54.8,,76.90000000000001,37,44.7,,76.8,16.8,4,,,,,,,,,,,,,,,,,,,2,,,,1,1,3,70,3,24,1,1,2,1,1,,,,,,,,,,,0,2,,1,2,,1,,,,,1,,1,2,1,4,,,,3,2,1,,,1,5,1942,,,2,,,,,1,1,1,1,1,3,2,2,1,1,1,3,42130,1,3,3,2,3,,1,2,3,2,,1,2,,1,1,,620,1,3,14,,,,1,,,,1,1,1,,,4,1,0,,1,,16,2,,2,1,,2,0,30,,,,,,,,,,,1,,,,,,,7,1,.u,.u,1,1,2,,,2,,,2,,2,2,1,1,7,1,,2,1,3,4,0,1,3,1,,2,75,1,3,2,,2,3,2,1,1,2,2,1,,,1,2,2,,,,,,,,,,,,,,,,,,,6,2,2,0,2,,,,1,2,,,3,1,,4,3,,,3,3,1,2,,2,1,4,,1,,2,,,4,,1,,2,,,1,2,3,2,2,,,,,2,12,19,9470,62,1,1,1,1,3,1,235,2,5,5,1,1,1,,,1,1,2,2,2,2,1,,,,,,,,,,,,,0,,4,,,,,,4,5,1,4,,3,3,4,,2,,2,,2,2,,,,,,,,,4,3,149,,,2,,,1,12,8090,,43,,43,,8350,3,1,,3,3,,4,1,4,1,,1,1,2,2,,1,2,,1,1,,2,,1,2,,,,2,,1,,1,1,,2,,1,,1,2,2,,2,1,1,1,,3,,2,5,2,,,3,6,0,4,3800,2,2,71,,,,,,,,,,,,,,,,,,,,2,,,,1,,0,,1,12,3,4,,8770,,,430,0,,1,,0,1,0,1,,2,3,,,2,,2,1,,,,,,,,,,,,,1,1,2,2,,5,2,,3,,1,2,4,1,1,0,,2,2,2,2,2,2,,,1,,,1,5,5,26950,,2,2,2,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,2,3,2,,,,,,,,,,,,,,,,3,1,,49,21,,,,,,1,,,1,601,10,2,3,,,1,1,3,1,4,1,3,5,3,2,1,3,2,2,2,1,3,5,,,,1,5,1,5,,,2,1,,3,,1,1,,,,0,4,24,4,7,5,4,2,,3,1,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,5,4,5,2,2,2,2,,,,,0,1,1,2,0,0,,2,,2,,3,2,2,4,,,,1,,2,0,1,0,0,30,1,0,2,1,,1,,1,2,,,1,,0,1964,,,,,,,,,,,,2,1,2,2,2,2,2,,,1,1,,,,,,,,,,1,1,4,4,1,1,0,1,1,1,0,,1,0,6,5,2,4,3,1,1,2,5,1,4,0,,2,2,2
2012,6,.8237962599013566,1,3001,1,1,2141,8322,5162,4115,73,,66,47,92,,87,55,84,,72.59999999999999,38.8,97.3,,81,57.6,81.8,,82.59999999999999,27.8,3,2,,,,,,,,,,,1,1,1,1,1,1,1,,3,,,2,,3,50,,25,,1,,,0,,,,,,,,,,,0,1,,,3,,2,,,,,1,,,2,1,1,2,1,6,2,2,3,5,5,,1,1962,5,,,4,5,5,5,,,1,1,,,,,,,,,21065,,,,,,,,2,,2,2,1,2,,1,1,3,502,1,3,,70,,,1,3,2,2,,1,1,2,,4,2,1,5,,,19,2,,1,2,1,,,5,,,,,,,,,,,,,,,,,,,30,10,14,.u,3,,,,,,,,,,,1,,,,3,1,1,0,2,0,,,,1,2,20,1,4,,4,2,,3,,2,,1,1,,,,2,1,,,,,,2,,,,,,,,2,6,4,3,6,5,,1,0,,1,1,,1,3,,4,5,2,5,,,4,4,,,,,1,1,7,5,4,1,,,,,2,4,2,,4,,,,,,,4,4,,,,.a,12,15,7290,62,,,,1,,1,235,,5,5,,,1,,,,,2,,,2,1,,,,,,,2,,,,,,0,,,,,,,,4,2,2,4,,2,,4,,,1,,4,1,5,2,2,2,1,1,2,,,3,3,98,4,,1,,,1,12,770,,43,29,,,5700,3,3,,2,3,1,2,2,,3,,2,1,2,1,,,1,,2,1,3,,3,,1,1,,2,,1,,2,,1,1,,3,,1,,2,1,3,,1,1,3,2,,,1,,,,,2,,,,1300,,,53,,,,,,56,,,,,,,,,,,,,,2,,,2,1,2,2,14,1,1,3,1,,9470,,,3710,0,,,,,,0,2,2,1,6,,,1,2,,,4,2,4,2,2,4,,,,,,,,,,4,,,,2,,1,1,2,4,1,2,0,,2,2,2,1,1,1,,,1,2,,,2,2,13475,,2,2,2,1,1,,,,,,8,,,,,,,,,1,,,,,,3,,,,,,,,1,,,,,,3,,,,,,,,1,11,2,1,3,,,,,,1,,,,,,,,4,1,2,6,2,5,,2,,,,8,,,1,601,10,4,3,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,4,4,2,1,,,,,,4,2,,4,4,24,,7,7,1,1,,,1,,,,,,,,,,,0,,,0,,,,,,0,,1,1,1,,1,2,1,,,,,,,1,,,,5,2,2,1,2,2,1,,,3,2,0,1,,1,0,0,,,,,,4,2,,,1,,,,1,1,0,,,0,,,,,1,,4,,2,2,6,2,1,,0,1999,,,,,,,,,,,,2,2,2,2,2,1,,,,2,3,1,,,,1,3,2,,,2,2,4,4,1,1,1,1,1,1,1,,1,0,8,6,,1,2,2,1,2,8,2,0,0,3,,2,2
2012,7,.8237962599013566,1,3001,1,1,5220,9312,110,5220,31,28,63,31,18,23,85,18,39.7,25.2,63.1,39.7,55.9,20.4,76.90000000000001,55.9,30.9,26.6,66.40000000000001,30.9,1,1,,,,,,,,,,,,,,,,,,,,,,2,,3,35,3,23,,2,,,3,,,,,,,,,,,0,2,,,,1,1,,,,,1,,,1,1,4,,3,,2,8,2,,,,2,1977,,,,,,,,,,1,1,1,3,2,2,,3,3,2,24895,2,2,2,2,2,,2,2,2,2,1,1,2,,1,1,,421,4,2,,70,,,1,,,3,,4,2,2,,4,2,4,6,,,15,2,,1,2,1,,8,0,,,,,,,,,,,,,,,,,,2,11,.u,.u,11,1,2,,,2,,,,,2,2,1,,,3,3,,2,1,4,0,2,4,,,2,20,1,3,,,2,3,3,,2,,1,1,,,2,2,1,,,,,,2,2,2,,,,,,,,,,,6,3,,,1,,,2,2,2,,,1,2,,5,3,,,3,4,1,1,1,1,4,11,1,1,,1,200006,1,2,,4,,2,,,,,,,3,,,2,,3,12,16,5190,62,,,,1,,1,235,,,,,,1,,,,,2,,,2,1,,,,,,3,5,,4,1,2,,0,,,,,,,,4,4,2,4,,2,4,4,,,1,,,1,5,,,,,,,,,3,3,80,,,2,,,1,12,8680,,9,42,,,4760,3,3,,3,3,,1,4,,3,1,2,1,2,2,,,2,,1,1,2,,1,,1,1,,1,,2,,1,,2,1,,3,,1,,2,2,2,,1,2,1,1,,,5,,,30,,,991,0,3,4760,,,43,,,,,,34,11,6,,,,,,,,,,,,1,4,,,1,,2,14,1,2,3,2,,9790,,,9810,0,,4,,1,1,3,2,,1,6,,,2,,2,1,,,,,,,,,,,,,2,2,2,4,,5,2,1,,1,4,2,4,,2,2,,2,2,2,1,1,1,,,1,,,,5,2,15925,,1,2,2,4,1,,,,,,2,3,3,,,,,,1,1,,,,,,2,41,41,,,,,,1,,,,,,2,4,4,,,,,,11,1,3,4,2,,,,,,1,41,41,,,,,,4,3,2,,25,40,,,,,,2,,,1,601,10,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,1,6,3,1,1,1,1,,,2,2,24,,7,1,3,7,,,1,,2,,,1,,1,12,,,15,2,,15,60,,770,,,0,,,,,4,,,,12,6260,,,2,,4,,1,1,5,2,2,1,2,2,2,,,,,0,1,1,2,0,0,,,,2,,3,2,1,4,0,,,1,,2,0,,,0,,,,,2,,,,1,2,,,2,,0,2003,,,,,,,,,,,,1,1,1,2,2,2,2,,,1,3,1,,,,2,,1,4,,3,3,4,4,1,1,,1,1,1,,,1,0,6,,2,,.c,2,.c,2,7,2,2,,,2,2,8
